internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,action_date,generated_internal_id
291972323,86614523F00057,DGG RE INVESTMENTS LLC,2023-09-01,2023-11-30,304905.59,,CONT_AWD_86614523F00057_8600_86614523D00001_8600
297371497,EEC05FPSLP0102,"FAIRFAX, COUNTY OF",2005-10-01,2008-08-07,304695.0,,CONT_AWD_EEC05FPSLP0102_4500_-NONE-_-NONE-
306650196,HHSD200201691936C,REGENTS OF THE UNIVERSITY OF MICHIGAN,2016-09-19,2018-03-31,304683.0,,CONT_AWD_HHSD200201691936C_7523_-NONE-_-NONE-
348147938,VA256P0196,OLYMPUS AMERICA INC,2007-10-01,2010-09-30,304474.47,,CONT_AWD_VA256P0196_3600_-NONE-_-NONE-
291223552,70FBR919P00000034,CELINA TENT INC,2018-12-02,2019-11-01,303602.85,,CONT_AWD_70FBR919P00000034_7022_-NONE-_-NONE-
353413720,SPE2D825FJG45,AMERISOURCEBERGEN DRUG CORP,2025-09-10,2025-09-11,303473.69,,CONT_AWD_SPE2D825FJG45_9700_SPE2DX22D0010_9700
343238781,SPRPA114CX023,"AXILLON AEROSPACE (ROCKMART), LLC",2014-05-20,2015-07-21,303056.0,,CONT_AWD_SPRPA114CX023_9700_-NONE-_-NONE-
331395206,SPE4A525P3059,"BOEING DISTRIBUTION, INC.",2025-02-04,2026-10-30,302806.15,,CONT_AWD_SPE4A525P3059_9700_-NONE-_-NONE-
348739476,VA69DC0575,INDUSTRIAL MAINTENANCE SERVICES INC,2008-07-26,2009-03-31,302240.0,,CONT_AWD_VA69DC0575_3600_-NONE-_-NONE-
291016385,68HERH21F0192,SCIENTIFIC CONSULTING GROUP INC,2021-05-06,2024-05-05,302238.0,,CONT_AWD_68HERH21F0192_6800_68HERC20D0017_6800
296878212,DOCWC133W10CQ0076T0002,THE WILSON GROUP INC,2012-09-24,2013-09-30,302081.91,,CONT_AWD_DOCWC133W10CQ0076T0002_1330_DOCWC133W10CQ0076_1330
293071598,AIDCIOBC1100005,GLOBAL TECH INC.,2011-08-30,2012-05-31,301209.31,,CONT_AWD_AIDCIOBC1100005_7200_AIDCIOE1100002_7200
310664810,N5702323F0006,CORE SERVICES GROUP INC,2022-12-21,2023-12-20,301103.0,,CONT_AWD_N5702323F0006_9700_N0018920D0020_9700
349117242,W81K0015P0998,BIOFIRE DEFENSE LLC,2015-09-28,2015-11-30,301052.4,,CONT_AWD_W81K0015P0998_9700_-NONE-_-NONE-
280023633,36C24223C0117,"ROBERT F. HYLAND & SONS, LLC",2023-05-05,2023-08-14,300953.0,,CONT_AWD_36C24223C0117_3600_-NONE-_-NONE-
275779222,03SN,ANHAM FZCO,2015-05-26,2015-08-24,300080.0,,CONT_AWD_03SN_9700_SPM30012D3579_9700
353940896,HS002125FE096,PCI PRODUCTIONS LLC,2025-09-30,2026-09-29,300000.0,,CONT_AWD_HS002125FE096_9700_HS002124DE001_9700
349838446,W912DY18F1008,"GLOBAL ENGINEERING & CONSTRUCTION, LLC",2018-09-23,2019-07-30,300000.0,,CONT_AWD_W912DY18F1008_9700_W912DY17D0023_9700
348592680,VA630C11211,NATIONAL GRID CORPORATE SERVICES LLC,2011-06-18,2011-06-30,300000.0,,CONT_AWD_VA630C11211_3600_GS00P01BSD0121_4740
295875221,DJBP0202KUB30117,NAPHCARE INC,2011-08-01,2011-08-31,300000.0,,CONT_AWD_DJBP0202KUB30117_1540_DJB21451096_1540
280157166,36C24825N0409,NORTH LAKE NURSING AND REHAB LLC,2025-03-01,2026-02-28,300000.0,,CONT_AWD_36C24825N0409_3600_36C24823D0066_3600
309530863,N0003922F1023,"L3 TECHNOLOGIES, INC.",2022-06-03,2023-07-31,299594.0,,CONT_AWD_N0003922F1023_9700_N0003922D1000_9700
292957138,AG8D43D130022,"MCMILLEN CONSTRUCTION, LLC",2013-08-28,2015-07-28,299400.0,,CONT_AWD_AG8D43D130022_12C3_AG3A75C100025_12C3
306712417,HHSF223201810012A,"ILLUMINA, INC.",2017-12-04,2018-12-05,298885.04,,CONT_AWD_HHSF223201810012A_7524_-NONE-_-NONE-
308565801,INR17PC00018,"SPECIALIZED GOVERNMENT SOURCING, INC.",2017-01-07,2017-04-30,298829.22,,CONT_AWD_INR17PC00018_1425_-NONE-_-NONE-
343633147,TIRNO09Z000050030,"KILDA GROUP, LLC",2012-08-09,2013-11-08,298772.63,,CONT_AWD_TIRNO09Z000050030_2050_GS10F0314T_4730
324558407,SPE30022F03RM,VALIANT INTEGRATED SERVICES LLC,2021-10-06,2022-01-04,298701.0,,CONT_AWD_SPE30022F03RM_9700_SPE30021DA041_9700
272613261,0005,"MESMO (MULTI-ETHNIC SHOPPING MALL ONLINE), INC.",2016-06-23,2018-04-22,298606.92,,CONT_AWD_0005_9700_W91CRB15D0038_9700
273543268,0029,"ASTURIAN GROUP, INC.",2013-09-05,2014-07-02,296985.0,,CONT_AWD_0029_9700_N4008013D1008_9700
277773211,140F0421P0123,ALLTRACK INC.,2021-08-11,2022-02-28,296664.0,,CONT_AWD_140F0421P0123_1448_-NONE-_-NONE-
298030651,FA441719PA026,"GUBEREK, MICHAEL",2019-05-24,2024-03-31,296042.0,,CONT_AWD_FA441719PA026_9700_-NONE-_-NONE-
272153815,0001,TREND CONSTRUCTION INC,2015-09-21,2016-09-11,295493.0,,CONT_AWD_0001_9700_W912HN15D0001_9700
353463446,SPRTA125C0098,SKF USA INC.,2025-09-11,2027-02-04,295470.0,,CONT_AWD_SPRTA125C0098_9700_-NONE-_-NONE-
310316296,N0040613F0380,DELL MARKETING L.P.,2013-09-28,2013-10-28,295305.8,,CONT_AWD_N0040613F0380_9700_GS35F4076D_4730
290727577,5V03,DELL COMPUTER CORPORATION,2009-06-24,2009-08-08,295201.95,,CONT_AWD_5V03_9700_FA877105A0608_9700
296969038,DR0907652,"GRAFIK INDUSTRIES, LTD.",2007-07-25,2012-08-01,295070.71,,CONT_AWD_DR0907652_3100_GS23F0160K_4730
277198533,12024B19K0044,"HOUSTONS TRAIL'S END, INC.",2019-05-23,2019-07-12,295062.71,,CONT_AWD_12024B19K0044_12C2_AG024BC159005A_12C2
274557389,0103,"NORTH WIND PORTAGE, INC.",2006-09-19,2007-09-29,295031.56,,CONT_AWD_0103_9700_FA890305D8730_9700
307839752,HSSS0110J0324,"DELTA DECISIONS OF DC, LLC",2010-09-30,2011-02-28,294860.02,,CONT_AWD_HSSS0110J0324_7009_HSSS0109D0012_7009
338879660,SPE7M119P2005,"BRANTNER AND ASSOCIATES, INC.",2019-01-08,2019-10-07,294165.12,,CONT_AWD_SPE7M119P2005_9700_-NONE-_-NONE-
296123336,DJBP0612PB210006,"INTEGRATED MEDICAL SOLUTIONS, LLC",2014-10-15,2015-06-02,293673.47,,CONT_AWD_DJBP0612PB210006_1540_DJBP061200000020_1540
316179583,SPE2D825F06YN,AMERISOURCEBERGEN DRUG CORP,2024-11-21,2024-11-22,292591.29,,CONT_AWD_SPE2D825F06YN_9700_SPE2DX22D0020_9700
275515752,0310,"SYSCO HAMPTON ROADS, INC",2016-03-18,2016-03-25,291803.17,,CONT_AWD_0310_9700_SPE30015D3119_9700
278313221,15JPSS22F00000720,FORFEITURE SUPPORT ASSOCIATES LLC,2022-10-01,2026-09-30,291126.08,,CONT_AWD_15JPSS22F00000720_1501_15JPSS20D00000271_1501
274818104,0159,"AMERESCO SELECT, INC.",2010-06-24,2011-05-27,290694.0,,CONT_AWD_0159_9700_N6247204D9501_9700
349661654,W9126G23F0271,"GEXA ENERGY, LP",2023-08-01,2028-08-31,290000.0,,CONT_AWD_W9126G23F0271_9700_47PA0723D0008_4740
348788749,VA797M12P0841,ON OUR OWN SERVICES INC,2012-06-01,2013-05-31,289811.4,,CONT_AWD_VA797M12P0841_3600_-NONE-_-NONE-
343197702,SPRMM110CPA69,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",2010-02-09,2010-08-18,289240.0,,CONT_AWD_SPRMM110CPA69_9700_-NONE-_-NONE-
345008504,V558C80478,"RND ARCHITECTS, P.A.",2008-05-15,2009-02-02,289233.16,,CONT_AWD_V558C80478_3600_VA246P0131A_3600
315828266,SPE2D818F15BS,MCKESSON CORPORATION,2018-01-23,2018-01-24,289000.05,,CONT_AWD_SPE2D818F15BS_9700_SPE2DX16D1500_9700
323917436,SPE30019F60Z0,ANHAM FZCO,2019-06-18,2019-09-16,288850.0,,CONT_AWD_SPE30019F60Z0_9700_SPM30012D3580_9700
316117640,SPE2D824F14YC,AMERISOURCEBERGEN DRUG CORP,2024-01-20,2024-01-22,287754.3,,CONT_AWD_SPE2D824F14YC_9700_SPE2DX22D0020_9700
310011326,N0018916PZ524,UPTIME SOLUTIONS PROFESSIONAL SERVICES GROUP INC,2016-07-21,2016-08-05,287520.14,,CONT_AWD_N0018916PZ524_9700_-NONE-_-NONE-
279821304,33330223CF0010434,JONES ARCHAEOLOGY CONSULTING LLC,2022-10-04,2024-12-31,286415.0,,CONT_AWD_33330223CF0010434_3300_-NONE-_-NONE-
274151037,0070,"LOCKHEED MARTIN SERVICES, LLC",2013-09-05,2014-09-04,285619.0,,CONT_AWD_0070_9700_N0018912DZ010_9700
334747633,SPE60223FV444,"DEFENSE ENERGY SYNDICATE, LLC",2023-04-20,2023-05-31,285507.03,,CONT_AWD_SPE60223FV444_9700_SPE60222D0750_9700
312926276,SP470324C0023,M&K GENERAL CONTRACTORS INC,2024-08-29,2025-06-27,284827.22,,CONT_AWD_SP470324C0023_9700_-NONE-_-NONE-
298968700,GC4J,BELL TEXTRON INC,2009-04-07,2010-09-29,284747.4,,CONT_AWD_GC4J_9700_W58RGZ06G0003_9700
277491955,12837120C0057,"AGE GENERAL ENGINEERING CO, INC",2020-06-29,2020-10-10,284503.0,,CONT_AWD_12837120C0057_12C2_-NONE-_-NONE-
277883373,141E,"ATLANTIC DIVING SUPPLY, INC.",2015-09-08,2016-03-07,284330.12,,CONT_AWD_141E_9700_SPM8EJ14D0005_9700
307789323,HSFLGL14P00189,"GOLDBELT WOLF, LLC",2014-09-24,2014-11-28,283171.98,,CONT_AWD_HSFLGL14P00189_7015_-NONE-_-NONE-
273026017,0012,SOUTHWEST CONSTRUCTION & PROPERTY MANAGEMENT,2010-01-21,2010-07-20,282901.0,,CONT_AWD_0012_9700_N4425508D4015_9700
273681644,0037,"NATIONAL AIR CARGO GROUP, INC",2013-04-22,2013-09-30,282854.39,,CONT_AWD_0037_9700_HTC71113DCC08_9700
343900655,V200J86025,"RDI SYSTEMS, INC.",2007-10-01,2008-09-30,282456.72,,CONT_AWD_V200J86025_3600_GS35F0341L_4730
334741650,SPE60221FN627,HUNT REFINING COMPANY,2021-07-21,2021-08-07,281744.11,,CONT_AWD_SPE60221FN627_9700_SPE60221D0466_9700
315840437,SPE2D818F37RR,MCKESSON CORPORATION,2018-08-29,2018-08-30,281637.51,,CONT_AWD_SPE2D818F37RR_9700_SPE2DX16D1500_9700
272221937,0002,"GMH ASSOCIATES, INC",2002-12-19,2003-06-30,280961.0,,CONT_AWD_0002_9700_N6871101D6534_9700
350493794,W91RUS25FA101,"ADVANCED IT CONCEPTS, LLC",2025-07-07,2026-07-06,280472.54,,CONT_AWD_W91RUS25FA101_9700_W9128Z22D0004_9700
273250982,0018,"ENVIRONMENTAL QUALITY MANAGEMENT, INC",2010-05-12,2014-06-30,280193.22,,CONT_AWD_0018_9700_W912QR04D0036_9700
274286678,0089,EXBON DEVELOPMENT INC,2015-06-17,2016-03-11,280125.71,,CONT_AWD_0089_9700_FA930110D0013_9700
350492545,W91RUS22F0424,"TRACE3 GOVERNMENT, LLC",2022-09-22,2022-10-22,279700.2,,CONT_AWD_W91RUS22F0424_9700_W52P1J16D0011_9700
306404425,HC101315FC556,MCI COMMUNICATIONS SERVICES LLC,2015-09-30,2022-06-30,279644.67,,CONT_AWD_HC101315FC556_9700_GS00T07NSD0038_4735
275956036,0490,HESCO BASTION LIMITED,2008-03-07,2008-05-09,279500.0,,CONT_AWD_0490_9700_SPM50004D0239_9700
297050721,DTFACT12D00003CALL0005,ALPHA-NATIVE SERVICES,2012-02-03,2017-09-06,279461.59,,CONT_AWD_DTFACT12D00003CALL0005_6920_DTFACT12D00003_6920
343908287,V255565709A,SPIRE MISSOURI INC,2008-11-15,2008-11-15,279451.54,,CONT_AWD_V255565709A_3600_-NONE-_-NONE-
307247822,HQ042323F0003,KPMG LLP,2022-10-01,2025-09-30,279347.28,,CONT_AWD_HQ042323F0003_9700_HQ042321A5003_9700
277300191,121NTP25C0201,DE LUNE CORP,2025-09-23,2025-12-08,279153.0,,CONT_AWD_121NTP25C0201_12K2_-NONE-_-NONE-
273185186,0016,"IBIS TEK, LLC",2014-12-02,2016-05-06,279046.17,,CONT_AWD_0016_9700_SPM7LX13D0081_9700
280072319,36C24524P0035,HAMHED LLC,2023-10-01,2023-12-31,278817.0,,CONT_AWD_36C24524P0035_3600_-NONE-_-NONE-
273441274,0025,"DELTA AIR LINES, INC.",2016-02-02,2016-09-30,278572.0,,CONT_AWD_0025_9700_HTC71116DCC19_9700
310539404,N4008518F6915,"AH/BC NAVY JV, LLC",2018-09-20,2020-09-30,278104.0,,CONT_AWD_N4008518F6915_9700_N6247014D9022_9700
292964001,AG91T5D090015,PHILLIPS AND JORDAN INCORPORATED,2009-06-02,2010-03-26,276543.75,,CONT_AWD_AG91T5D090015_12C2_AG91T5C080034_12C2
316148859,SPE2D824FDD26,AMERISOURCEBERGEN DRUG CORP,2023-11-18,2023-11-20,276314.01,,CONT_AWD_SPE2D824FDD26_9700_SPE2DX22D0010_9700
272797530,0008,"UNWRAPPED, INC.",2015-12-17,2016-05-27,275782.5,,CONT_AWD_0008_9700_SPE1C114D1024_9700
291806037,80GRC020P0014,PHILLIPS CORPORATION,2020-05-05,2020-07-20,275663.0,,CONT_AWD_80GRC020P0014_8000_-NONE-_-NONE-
281209580,47QMCA22F06KM,"REV AMBULANCE GROUP ORLANDO, INC.",2022-05-16,2024-09-30,275660.0,,CONT_AWD_47QMCA22F06KM_4732_47QMCA20D000M_4732
296465227,DJJLIB110012,WEST PUBLISHING CORPORATION,2010-11-04,2010-12-04,275567.91,,CONT_AWD_DJJLIB110012_1501_GS02F0405D_4730
310912879,N6523613F0224,"MA FEDERAL, INC.",2013-03-11,2013-07-15,275408.09,,CONT_AWD_N6523613F0224_9700_NNG07DA27B_8000
348143633,VA25617P0529,"JLS MEDICAL PRODUCTS GROUP, LLC",2017-03-06,2017-04-30,274905.0,,CONT_AWD_VA25617P0529_3600_-NONE-_-NONE-
272284283,0002,"KNIGHT ARCHITECTS, INC.",2011-09-26,2012-08-25,274698.2,,CONT_AWD_0002_9700_W9123611D0051_9700
281140689,47QMCA19F0MGG,FCA US LLC,2019-08-16,2020-01-13,274590.0,,CONT_AWD_47QMCA19F0MGG_4732_47QMCA18D0010_4732
341210647,SPE8EL20F1FWB,"ATLANTIC DIVING SUPPLY, INC.",2020-09-23,2021-06-21,274509.06,,CONT_AWD_SPE8EL20F1FWB_9700_SPE8EJ20D0012_9700
350488730,W91RUS13P0040,"TECHNICAL COMMUNITIES, INC.",2013-03-05,2013-04-26,274436.0,,CONT_AWD_W91RUS13P0040_9700_-NONE-_-NONE-
307337968,HSBP1010J00318,"ALL POINTS LOGISTICS, LLC",2010-04-20,2010-06-15,274380.76,,CONT_AWD_HSBP1010J00318_7014_HSHQDC07D00020_7001
290311539,50310224F0079,FINANCE IQ LLC,2024-12-01,2025-11-30,274375.0,,CONT_AWD_50310224F0079_5000_50310222D0017_5000
307023057,HHSN27200001,UNIVERSITY OF LOUISVILLE,2010-03-22,2014-08-22,274091.06,,CONT_AWD_HHSN27200001_7529_HHSN272201000033I_7529
348451186,VA518V10006,FEDSTORE CORPORATION,2011-02-11,2011-03-11,273842.77,,CONT_AWD_VA518V10006_3600_NNG07DA43B_8000
275718305,03DW,MCKESSON CORPORATION,2015-10-22,2015-10-23,273232.61,,CONT_AWD_03DW_9700_SPM2DX13D1000_9700
350493278,W91RUS23P0086,VIAVI SOLUTIONS INC.,2023-09-20,2024-01-18,272865.0,,CONT_AWD_W91RUS23P0086_9700_-NONE-_-NONE-
